,source,target,rating,time
6621,1736,22,1,1325221200
6622,2817,22,1,1325134800
6623,67,22,1,1321074000
6624,346,22,1,1320901200
6625,933,22,1,1319860800
6626,7563,22,1,1319688000
6627,2773,22,1,1319428800
6628,284,22,1,1319256000
6629,869,22,1,1317614400
6630,1278,22,1,1315627200
6631,2638,22,1,1315540800
6632,2079,22,1,1315540800
6633,452,22,1,1315540800
6634,75,22,1,1315022400
6635,539,22,1,1314936000
6636,2119,22,1,1314504000
6637,613,22,1,1313553600
6638,7579,22,-1,1333857600
6639,170,22,-2,1365912000
6640,22,47,8,1348632000
6641,22,23,8,1312862400
6642,22,159,7,1328418000
6643,22,302,6,1357102800
6644,22,99,6,1347249600
6645,22,70,6,1357102800
6646,22,24,6,1368590400
6647,22,39,6,1321419600
6648,22,37,5,1343620800
6649,22,1113,5,1347681600
6650,22,203,5,1323925200
6651,22,342,4,1381464000
6652,22,196,4,1356757200
6653,22,165,4,1348545600
6654,22,145,4,1353819600
6655,22,38,4,1357102800
6656,22,306,4,1343361600
6657,22,123,4,1381204800
6658,22,272,4,1347249600
6659,22,35,4,1328936400
6660,22,135,4,1342843200
6661,22,108,4,1357102800
6662,22,90,4,1357102800
6663,22,44,4,1357102800
6664,22,210,4,1313640000
6665,22,641,3,1361854800
6666,22,188,3,1347681600
6667,22,185,3,1357102800
6668,22,66,3,1347940800
6669,22,1023,3,1321678800
6670,22,681,3,1319860800
6671,22,284,3,1323493200
6672,22,626,3,1317268800
6673,22,26,3,1340251200
6674,22,561,2,1385096400
6675,22,369,2,1363752000
6676,22,2317,2,1360904400
6677,22,61,2,1360386000
6678,22,179,2,1357534800
6679,22,31,2,1356757200
6680,22,73,2,1399262400
6681,22,64,2,1354683600
6682,22,7518,2,1350792000
6683,22,122,2,1348804800
6684,22,2239,2,1345521600
6685,22,103,2,1352437200
6686,22,150,2,1341547200
6687,22,106,2,1357534800
6688,22,189,2,1338782400
6689,22,802,2,1346904000
6690,22,133,2,1338004800
6691,22,117,2,1327294800
6692,22,589,2,1326776400
6693,22,685,2,1326776400
6694,22,51,2,1347249600
6695,22,683,2,1319688000
6696,22,101,2,1319515200
6697,22,40,2,1321333200
6698,22,42,2,1345348800
6699,22,851,2,1314936000
6700,22,1132,2,1314158400
6701,22,152,2,1314244800
6702,22,140,2,1312689600
6703,22,295,1,1413777600
6704,22,2336,1,1400731200
6705,22,191,1,1399262400
6706,22,2651,1,1385096400
6707,22,253,1,1367035200
6708,22,3134,1,1362114000
6709,22,703,1,1360904400
6710,22,29,1,1359608400
6711,22,2310,1,1359176400
6712,22,358,1,1359090000
6713,22,424,1,1352869200
6714,22,396,1,1352437200
6715,22,2255,1,1349236800
6716,22,593,1,1347681600
6717,22,33,1,1347681600
6718,22,43,1,1347681600
6719,22,205,1,1346472000
6720,22,41,1,1344657600
6721,22,487,1,1343016000
6722,22,166,1,1341720000
6723,22,347,1,1341288000
6724,22,330,1,1341288000
6725,22,80,1,1339300800
6726,22,110,1,1338782400
6727,22,259,1,1336363200
6728,22,1285,1,1335585600
6729,22,940,1,1334980800
6730,22,638,1,1332648000
6731,22,1744,1,1328590800
6732,22,2171,1,1328331600
6733,22,1301,1,1327554000
6734,22,949,1,1326430800
6735,22,255,1,1326171600
6736,22,2745,1,1326171600
6737,22,1258,1,1326171600
6738,22,1295,1,1326085200
6739,22,2159,1,1325394000
6740,22,156,1,1325394000
6741,22,1736,1,1325221200
6742,22,2817,1,1325134800
6743,22,67,1,1321074000
6744,22,346,1,1320901200
6745,22,1138,1,1320465600
6746,22,1638,1,1319947200
6747,22,933,1,1319860800
6748,22,2773,1,1319428800
6749,22,384,1,1319256000
6750,22,869,1,1316664000
6751,22,735,1,1316577600
6752,22,1278,1,1315627200
6753,22,2638,1,1315540800
6754,22,1218,1,1315540800
6755,22,2079,1,1315540800
6756,22,452,1,1315454400
6757,22,75,1,1315022400
6758,22,539,1,1314936000
6759,22,2119,1,1314504000
6760,22,613,1,1313553600
6761,22,7513,-1,1347681600
6762,22,170,-2,1330491600
6763,22,7600,-3,1347681600
6764,22,7583,-3,1338264000
6765,22,7579,-3,1347681600
6766,22,7565,-4,1348545600
6767,22,7483,-4,1347681600
6768,22,7580,-5,1349841600
6769,22,7535,-5,1347681600
6770,22,7603,-5,1347854400
6771,22,7593,-5,1334289600
6772,22,7555,-10,1353474000
6773,1082,23,8,1302840000
6774,440,23,6,1303790400
6775,437,23,6,1302148800
6776,656,23,6,1301889600
6777,1456,23,5,1307592000
6778,1416,23,5,1304308800
6779,119,23,5,1303012800
6780,129,23,5,1303012800
6781,236,23,5,1302580800
6782,503,23,5,1302235200
6783,54,23,5,1301889600
6784,500,23,5,1303012800
6785,844,23,5,1301976000
6786,389,23,4,1296104400
6787,932,23,4,1307851200
6788,470,23,4,1306728000
6789,1422,23,4,1305086400
6790,293,23,4,1305259200
6791,770,23,4,1302580800
6792,501,23,4,1302235200
6793,842,23,4,1300852800
6794,443,23,3,1303963200
6795,1220,23,3,1303963200
6796,1613,23,3,1303185600
6797,713,23,3,1302840000
6798,167,23,3,1302840000
6799,772,23,3,1303963200
6800,847,23,3,1302062400
6801,298,23,3,1303185600
6802,1400,23,3,1301630400
6803,1401,23,3,1300248000
6804,44,23,3,1300852800
6805,564,23,2,1303444800
6806,84,23,2,1303358400
6807,504,23,2,1302753600
6808,607,23,2,1301976000
6809,845,23,2,1303272000
6810,401,23,2,1301976000
6811,908,23,2,1301112000
6812,1911,23,2,1300852800
6813,710,23,2,1300766400
6814,99,23,2,1299733200
6815,1226,23,2,1298869200
6816,139,23,2,1299474000
6817,768,23,2,1295326800
6818,537,23,1,1304481600
6819,848,23,1,1304136000
6820,658,23,1,1303617600
6821,2443,23,1,1302235200
6822,2447,23,1,1302148800
6823,1402,23,1,1301457600
6824,1080,23,1,1301112000
6825,466,23,1,1300161600
6826,1078,23,1,1299906000
6827,1601,23,1,1299646800
6828,1398,23,1,1299646800
6829,2438,23,1,1298610000
6830,935,23,1,1298005200
6831,1087,23,1,1295586000
6832,512,23,1,1293771600
6833,40,23,1,1293771600
6834,23,129,10,1302235200
6835,23,469,7,1303358400
6836,23,656,6,1301889600
6837,23,437,5,1302148800
6838,23,844,5,1301976000
6839,23,1131,4,1299733200
6840,23,389,4,1296104400
6841,23,564,4,1303444800
6842,23,293,4,1302753600
6843,23,770,4,1302580800
6844,23,843,4,1302580800
6845,23,607,4,1302062400
6846,23,500,4,1301284800
6847,23,842,4,1300852800
6848,23,713,3,1302840000
6849,23,772,3,1303963200
6850,23,847,3,1302062400
6851,23,153,3,1300334400
6852,23,1400,3,1301630400
6853,23,1401,3,1300248000
6854,23,1613,2,1303185600
6855,23,1082,2,1302840000
6856,23,167,2,1302753600
6857,23,504,2,1302753600
6858,23,501,2,1302235200
6859,23,298,2,1301371200
6860,23,845,2,1303272000
6861,23,908,2,1301112000
6862,23,1911,2,1300852800
6863,23,99,2,1299733200
6864,23,108,2,1299560400
6865,23,1226,2,1298869200
6866,23,139,2,1299474000
6867,23,710,2,1296536400
6868,23,44,2,1298610000
6869,23,768,2,1297400400
6870,23,848,1,1304136000
6871,23,119,1,1303790400
6872,23,440,1,1303790400
6873,23,773,1,1302667200
6874,23,2443,1,1302235200
6875,23,2447,1,1302148800
6876,23,503,1,1302062400
6877,23,1402,1,1301457600
6878,23,138,1,1301457600
6879,23,401,1,1301371200
6880,23,1080,1,1301112000
6881,23,466,1,1300420800
6882,23,2441,1,1300161600
6883,23,1078,1,1299906000
6884,23,84,1,1299906000
6885,23,1601,1,1299646800
6886,23,1398,1,1299646800
6887,23,2438,1,1298610000
6888,23,935,1,1298005200
6889,23,1919,1,1297746000
6890,23,1087,1,1295586000
6891,23,512,1,1293771600
6892,23,40,1,1293771600
6893,34,24,6,1390194000
6894,26,24,6,1371096000
6895,205,24,5,1389330000
6896,63,24,5,1368763200
6897,88,24,5,1416373200
6898,47,24,5,1336708800
6899,7603,24,5,1337832000
6900,173,24,4,1392267600
6901,107,24,4,1363752000
6902,124,24,4,1358226000
6903,85,24,4,1386997200
6904,32,24,4,1390798800
6905,185,24,4,1380600000
6906,798,24,4,1332993600
6907,308,24,3,1392786000
6908,49,24,3,1386565200
6909,562,24,3,1340856000
6910,190,24,3,1365393600
6911,67,24,3,1345521600
6912,70,24,3,1345089600
6913,117,24,3,1350964800
6914,33,24,3,1343275200
6915,51,24,2,1391749200
6916,36,24,2,1371096000
6917,145,24,2,1371096000
6918,494,24,2,1368676800
6919,621,24,2,1363665600
6920,703,24,2,1363060800
6921,632,24,2,1362546000
6922,125,24,2,1416546000
6923,73,24,2,1356670800
6924,95,24,2,1354856400
6925,1029,24,2,1357275600
6926,159,24,2,1345780800
6927,177,24,2,1348200000
6928,25,24,2,1371096000
6929,201,24,2,1332993600
6930,31,24,2,1351051200
6931,44,24,2,1331010000
6932,42,24,2,1343361600
6933,485,24,2,1327467600
6934,371,24,1,1406865600
6935,72,24,1,1390194000
6936,154,24,1,1387256400
6937,241,24,1,1384318800
6938,191,24,1,1372046400
6939,3253,24,1,1371441600
6940,83,24,1,1367899200
6941,1856,24,1,1367467200
6942,818,24,1,1364356800
6943,6014,24,1,1363147200
6944,3147,24,1,1363147200
6945,7512,24,1,1361422800
6946,345,24,1,1361250000
6947,374,24,1,1360558800
6948,110,24,1,1359262800
6949,143,24,1,1359003600
6950,643,24,1,1358398800
6951,941,24,1,1356670800
6952,885,24,1,1356670800
6953,1351,24,1,1355979600
6954,166,24,1,1348200000
6955,90,24,1,1343707200
6956,62,24,1,1342497600
6957,7377,24,1,1340337600
6958,411,24,1,1340251200
6959,50,24,1,1332734400
6960,949,24,1,1332475200
6961,211,24,1,1329282000
6962,316,24,1,1325221200
6963,588,24,1,1324443600
6964,2147,24,1,1323838800
6965,77,24,1,1323752400
6966,1731,24,1,1328158800
6967,24,1691,10,1363752000
6968,24,63,6,1382500800
6969,24,32,6,1391403600
6970,24,308,5,1372824000
6971,24,34,5,1395892800
6972,24,145,5,1371096000
6973,24,88,5,1416373200
6974,24,124,5,1358226000
6975,24,70,5,1345003200
6976,24,47,5,1359954000
6977,24,185,5,1354251600
6978,24,85,4,1386997200
6979,24,31,4,1376539200
6980,24,484,3,1385528400
6981,24,269,3,1369281600
6982,24,49,3,1386565200
6983,24,173,3,1390798800
6984,24,125,3,1416546000
6985,24,107,3,1362027600
6986,24,51,3,1391749200
6987,24,67,3,1345521600
6988,24,25,3,1371096000
6989,24,33,3,1343275200
6990,24,949,3,1332475200
6991,24,122,2,1386651600
6992,24,412,2,1376625600
6993,24,36,2,1371096000
6994,24,494,2,1368676800
6995,24,621,2,1363665600
6996,24,5342,2,1357794000
6997,24,1029,2,1357275600
6998,24,95,2,1354856400
6999,24,159,2,1345780800
7000,24,29,2,1371441600
7001,24,201,2,1332993600
7002,24,50,2,1332734400
7003,24,42,2,1343361600
7004,24,98,1,1417410000
7005,24,288,1,1417410000
7006,24,371,1,1407124800
7007,24,708,1,1398916800
7008,24,94,1,1397188800
7009,24,72,1,1390194000
7010,24,241,1,1384318800
7011,24,250,1,1377230400
7012,24,93,1,1373947200
7013,24,191,1,1372219200
7014,24,249,1,1369713600
7015,24,229,1,1369281600
7016,24,126,1,1368676800
7017,24,7562,1,1367899200
7018,24,83,1,1369022400
7019,24,1856,1,1367467200
7020,24,168,1,1366948800
7021,24,134,1,1363924800
7022,24,3147,1,1363060800
7023,24,703,1,1363060800
7024,24,632,1,1362546000
7025,24,7512,1,1361336400
7026,24,345,1,1361250000
7027,24,374,1,1360558800
7028,24,110,1,1359262800
7029,24,143,1,1359003600
7030,24,643,1,1358398800
7031,24,941,1,1356670800
7032,24,73,1,1356670800
7033,24,885,1,1356670800
7034,24,1351,1,1355893200
7035,24,166,1,1348200000
7036,24,549,1,1345348800
7037,24,443,1,1342670400
7038,24,62,1,1342497600
7039,24,562,1,1340856000
7040,24,411,1,1340251200
7041,24,133,1,1336190400
7042,24,117,1,1334635200
7043,24,44,1,1331010000
7044,24,211,1,1329282000
7045,24,485,1,1327467600
7046,24,316,1,1325221200
7047,24,588,1,1324443600
7048,24,2147,1,1323838800
7049,24,77,1,1323752400
7050,24,1731,1,1328158800
7051,24,7565,-1,1348545600
7052,24,7600,-1,1347854400
7053,24,798,-1,1358744400
7054,24,7377,-5,1394168400
7055,24,190,-5,1410235200
7056,24,7548,-10,1371096000
7057,24,90,-10,1362546000
7058,265,25,10,1343016000
7059,284,25,8,1337918400
7060,177,25,7,1355115600
7061,876,25,5,1348113600
7062,1326,25,5,1339560000
7063,52,25,5,1342152000
7064,95,25,3,1375329600
7065,31,25,3,1371441600
7066,696,25,3,1361163600
7067,249,25,3,1344830400
7068,1136,25,3,1344052800
7069,29,25,3,1349323200
7070,686,25,3,1344484800
7071,592,25,3,1335153600
7072,115,25,2,1371528000
7073,523,25,2,1356325200
7074,329,25,2,1356670800
7075,36,25,2,1354856400
7076,2280,25,2,1356584400
7077,53,25,2,1353733200
7078,33,25,2,1352350800
7079,62,25,2,1353733200
7080,124,25,2,1353560400
7081,332,25,2,1355115600
7082,228,25,2,1350273600
7083,1165,25,2,1348804800
7084,318,25,2,1348200000
7085,656,25,2,1347076800
7086,1787,25,2,1346904000
7087,60,25,2,1341979200
7088,32,25,2,1367380800
7089,133,25,2,1337832000
7090,799,25,2,1336795200
7091,145,25,2,1351310400
7092,90,25,2,1334030400
7093,663,25,1,1365998400
7094,7509,25,1,1364788800
7095,641,25,1,1363838400
7096,1830,25,1,1363147200
7097,1342,25,1,1362805200
7098,1336,25,1,1362632400
7099,1792,25,1,1361163600
7100,47,25,1,1360126800
7101,2308,25,1,1357534800
7102,7551,25,1,1356411600
7103,492,25,1,1355634000
7104,97,25,1,1355202000
7105,3082,25,1,1354856400
7106,396,25,1,1354251600
7107,395,25,1,1353992400
7108,140,25,1,1353819600
7109,7540,25,1,1352782800
7110,813,25,1,1352523600
7111,143,25,1,1352350800
7112,287,25,1,1351569600
7113,78,25,1,1351483200
7114,3043,25,1,1351310400
7115,370,25,1,1350446400
7116,7548,25,1,1348718400
7117,1340,25,1,1346990400
7118,1788,25,1,1346817600
7119,7553,25,1,1346299200
7120,2135,25,1,1344916800
7121,693,25,1,1344830400
7122,2980,25,1,1344744000
7123,172,25,1,1344744000
7124,122,25,1,1343793600
7125,166,25,1,1343793600
7126,7588,25,1,1343534400
7127,295,25,1,1343448000
7128,1776,25,1,1343448000
7129,266,25,1,1342929600
7130,43,25,1,1342497600
7131,37,25,1,1342411200
7132,190,25,1,1340164800
7133,801,25,1,1339992000
7134,187,25,1,1339387200
7135,804,25,1,1338955200
7136,7565,25,1,1336881600
7137,487,25,1,1335758400
7138,1764,25,1,1335067200
7139,2196,25,1,1334721600
7140,1031,25,1,1334721600
7141,1034,25,1,1334635200
7142,258,25,1,1334462400
7143,479,25,1,1334203200
7144,142,25,1,1334030400
7145,7593,25,1,1334030400
7146,949,25,1,1333771200
7147,1032,25,1,1332820800
7148,739,25,1,1332388800
7149,1492,25,1,1332302400
7150,25,265,8,1343016000
7151,25,284,8,1337918400
7152,25,52,5,1346126400
7153,25,31,3,1356325200
7154,25,696,3,1349323200
7155,25,249,3,1344830400
7156,25,29,3,1349323200
7157,25,801,3,1339992000
7158,25,686,3,1344484800
7159,25,592,3,1335153600
7160,25,145,3,1351310400
7161,25,95,2,1375329600
7162,25,329,2,1356670800
7163,25,2280,2,1356584400
7164,25,55,2,1352350800
7165,25,62,2,1353733200
7166,25,124,2,1353560400
7167,25,332,2,1355115600
7168,25,228,2,1350273600
7169,25,1165,2,1351051200
7170,25,523,2,1356325200
7171,25,318,2,1348200000
7172,25,876,2,1348113600
7173,25,1787,2,1346904000
7174,25,41,2,1344657600
7175,25,32,2,1367380800
7176,25,60,2,1339300800
7177,25,1326,2,1339560000
7178,25,133,2,1337832000
7179,25,115,1,1371528000
7180,25,663,1,1365998400
7181,25,701,1,1365739200
7182,25,7509,1,1364788800
7183,25,641,1,1363838400
7184,25,244,1,1363752000
7185,25,1830,1,1363147200
7186,25,1342,1,1362805200
7187,25,1336,1,1362632400
7188,25,1792,1,1361163600
7189,25,47,1,1360126800
7190,25,2308,1,1357534800
7191,25,7551,1,1356411600
7192,25,492,1,1355634000
7193,25,97,1,1355202000
7194,25,36,1,1354856400
7195,25,3082,1,1354856400
7196,25,396,1,1354251600
7197,25,395,1,1353992400
7198,25,3071,1,1353992400
7199,25,140,1,1353819600
7200,25,7540,1,1352782800
7201,25,813,1,1352523600
7202,25,143,1,1352350800
7203,25,33,1,1352091600
7204,25,287,1,1351569600
7205,25,78,1,1351483200
7206,25,3043,1,1351310400
7207,25,26,1,1350532800
7208,25,370,1,1350446400
7209,25,656,1,1347076800
7210,25,1340,1,1346990400
7211,25,1788,1,1346817600
7212,25,7553,1,1346299200
7213,25,1155,1,1344916800
7214,25,2135,1,1344916800
7215,25,693,1,1344830400
7216,25,2980,1,1344744000
7217,25,172,1,1344744000
7218,25,1136,1,1344052800
7219,25,122,1,1343880000
7220,25,166,1,1343793600
7221,25,7588,1,1343534400
7222,25,295,1,1343448000
7223,25,1776,1,1343448000
7224,25,266,1,1342929600
7225,25,43,1,1342497600
7226,25,37,1,1342411200
7227,25,593,1,1342152000
7228,25,187,1,1339387200
7229,25,804,1,1338955200
7230,25,7565,1,1336881600
7231,25,487,1,1335758400
7232,25,1764,1,1335067200
7233,25,2196,1,1334721600
7234,25,1031,1,1334721600
7235,25,799,1,1337486400
7236,25,1034,1,1334635200
7237,25,258,1,1334462400
7238,25,479,1,1334203200
7239,25,142,1,1334030400
7240,25,90,1,1334030400
7241,25,949,1,1333771200
7242,25,1032,1,1332820800
7243,25,739,1,1332388800
7244,25,1492,1,1332302400
7245,25,7548,-1,1349150400
7246,25,177,-1,1374206400
7247,25,7593,-10,1334635200
7248,177,26,9,1358917200
7249,32,26,8,1399262400
7250,93,26,6,1384491600
7251,47,26,6,1339819200
7252,85,26,5,1351396800
7253,6257,26,4,1366430400
7254,67,26,4,1377057600
7255,111,26,3,1369713600
7256,7595,26,3,1360731600
7257,348,26,3,1339992000
7258,318,26,3,1351310400
7259,7603,26,3,1337832000
7260,613,26,3,1329541200
7261,212,26,3,1315713600
7262,34,26,2,1380168000
7263,191,26,2,1371528000
7264,51,26,2,1355461200
7265,112,26,2,1367208000
7266,27,26,2,1363492800
7267,190,26,2,1340769600
7268,7565,26,2,1338868800
7269,52,26,2,1340596800
7270,133,26,2,1335412800
7271,277,26,2,1329714000
7272,589,26,2,1326776400
7273,100,26,2,1339473600
7274,1294,26,2,1324962000
7275,1128,26,2,1322888400
7276,683,26,2,1320465600
7277,315,26,2,1320465600
7278,132,26,2,1310702400
7279,155,26,2,1315195200
7280,125,26,1,1416114000
7281,58,26,1,1403755200
7282,95,26,1,1386392400
7283,105,26,1,1386133200
7284,207,26,1,1382846400
7285,3304,26,1,1381982400
7286,245,26,1,1387602000
7287,173,26,1,1400212800
7288,266,26,1,1378353600
7289,73,26,1,1378094400
7290,1378,26,1,1377489600
7291,128,26,1,1377230400
7292,1876,26,1,1376539200
7293,2372,26,1,1376452800
7294,116,26,1,1376280000
7295,242,26,1,1379649600
7296,165,26,1,1373947200
7297,247,26,1,1373342400
7298,308,26,1,1372824000
7299,2650,26,1,1371960000
7300,248,26,1,1371873600
7301,391,26,1,1371528000
7302,172,26,1,1371009600
7303,229,26,1,1370836800
7304,494,26,1,1368936000
7305,6369,26,1,1368072000
7306,1568,26,1,1367380800
7307,1175,26,1,1367035200
7308,693,26,1,1366084800
7309,286,26,1,1381550400
7310,1059,26,1,1362974400
7311,333,26,1,1360731600
7312,295,26,1,1358830800
7313,244,26,1,1358744400
7314,199,26,1,1354510800
7315,748,26,1,1354424400
7316,88,26,1,1386651600
7317,373,26,1,1354510800
7318,331,26,1,1354251600
7319,330,26,1,1354078800
7320,187,26,1,1353906000
7321,2250,26,1,1353474000
7322,7443,26,1,1353214800
7323,62,26,1,1351569600
7324,170,26,1,1350273600
7325,83,26,1,1344312000
7326,684,26,1,1344139200
7327,1946,26,1,1341633600
7328,804,26,1,1341288000
7329,219,26,1,1340683200
7330,166,26,1,1340510400
7331,38,26,1,1340251200
7332,211,26,1,1339819200
7333,411,26,1,1339732800
7334,66,26,1,1339560000
7335,941,26,1,1339041600
7336,350,26,1,1339905600
7337,69,26,1,1331784000
7338,55,26,1,1331269200
7339,1309,26,1,1330664400
7340,798,26,1,1330059600
7341,157,26,1,1330146000
7342,386,26,1,1329886800
7343,70,26,1,1354856400
7344,1458,26,1,1330146000
7345,145,26,1,1329541200
7346,75,26,1,1329454800
7347,7457,26,1,1327726800
7348,632,26,1,1327726800
7349,485,26,1,1327208400
7350,777,26,1,1325134800
7351,39,26,1,1324962000
7352,142,26,1,1324789200
7353,409,26,1,1322888400
7354,33,26,1,1322888400
7355,1427,26,1,1321678800
7356,45,26,1,1320987600
7357,505,26,1,1320728400
7358,193,26,1,1320642000
7359,305,26,1,1320552000
7360,942,26,1,1320465600
7361,943,26,1,1320465600
7362,1137,26,1,1319342400
7363,1711,26,1,1315886400
7364,284,26,1,1315713600
7365,1021,26,1,1310702400
7366,231,26,1,1310616000
7367,2336,26,-1,1418101200
7368,59,26,-1,1387947600
7369,2358,26,-3,1367121600
7370,7598,26,-10,1374206400
7371,7602,26,-10,1374206400
7372,26,279,10,1374292800
7373,26,88,10,1385787600
7374,26,29,9,1384059600
7375,26,93,8,1383278400
7376,26,47,6,1378353600
7377,26,242,5,1386219600
7378,26,112,5,1369454400
7379,26,308,4,1372824000
7380,26,2280,4,1359090000
7381,26,32,4,1394856000
7382,26,67,4,1377057600
7383,26,245,3,1386910800
7384,26,111,3,1369713600
7385,26,7514,3,1367294400
7386,26,27,3,1367208000
7387,26,166,3,1341720000
7388,26,33,3,1340856000
7389,26,190,3,1340337600
7390,26,348,3,1339992000
7391,26,52,3,1341028800
7392,26,485,3,1327208400
7393,26,211,3,1339387200
7394,26,49,2,1376452800
7395,26,116,2,1377921600
7396,26,191,2,1377316800
7397,26,262,2,1370491200
7398,26,7595,2,1360731600
7399,26,268,2,1359262800
7400,26,51,2,1355461200
7401,26,70,2,1354856400
7402,26,373,2,1378872000
7403,26,83,2,1350878400
7404,26,100,2,1339473600
7405,26,1138,2,1330146000
7406,26,318,2,1348286400
7407,26,933,2,1330059600
7408,26,1030,2,1330146000
7409,26,386,2,1329886800
7410,26,133,2,1330059600
7411,26,277,2,1329714000
7412,26,145,2,1341720000
7413,26,75,2,1329454800
7414,26,589,2,1327035600
7415,26,142,2,1324789200
7416,26,1294,2,1324962000
7417,26,1128,2,1322888400
7418,26,683,2,1320465600
7419,26,125,1,1416114000
7420,26,7516,1,1383800400
7421,26,207,1,1383364800
7422,26,3304,1,1381982400
7423,26,173,1,1386738000
7424,26,73,1,1378094400
7425,26,266,1,1378008000
7426,26,2389,1,1377921600
7427,26,128,1,1377230400
7428,26,1876,1,1376539200
7429,26,666,1,1376452800
7430,26,2372,1,1376366400
7431,26,247,1,1373342400
7432,26,2650,1,1371960000
7433,26,248,1,1371960000
7434,26,391,1,1371528000
7435,26,172,1,1371009600
7436,26,229,1,1370836800
7437,26,760,1,1370664000
7438,26,494,1,1377835200
7439,26,975,1,1368504000
7440,26,6369,1,1368072000
7441,26,1568,1,1367380800
7442,26,1175,1,1367035200
7443,26,286,1,1363752000
7444,26,1059,1,1362974400
7445,26,1035,1,1362546000
7446,26,333,1,1360731600
7447,26,295,1,1358830800
7448,26,244,1,1358744400
7449,26,199,1,1354510800
7450,26,330,1,1354078800
7451,26,62,1,1351569600
7452,26,5342,1,1345780800
7453,26,216,1,1341547200
7454,26,804,1,1341288000
7455,26,219,1,1340683200
7456,26,272,1,1340596800
7457,26,38,1,1340251200
7458,26,85,1,1397016000
7459,26,66,1,1339560000
7460,26,941,1,1339041600
7461,26,350,1,1336104000
7462,26,1501,1,1335844800
7463,26,69,1,1331784000
7464,26,55,1,1331269200
7465,26,1309,1,1330664400
7466,26,798,1,1330059600
7467,26,632,1,1327726800
7468,26,777,1,1325134800
7469,26,547,1,1323493200
7470,26,45,1,1320987600
7471,26,505,1,1320728400
7472,26,193,1,1320642000
7473,26,305,1,1320552000
7474,26,943,1,1320465600
7475,26,35,1,1319342400
7476,26,1137,1,1319256000
7477,26,1711,1,1315886400
7478,26,613,1,1315713600
7479,26,284,1,1315713600
7480,26,132,1,1310702400
7481,26,1021,1,1310702400
7482,26,231,1,1310616000
7483,26,155,1,1310616000
7484,26,7579,-2,1340164800
7485,26,7578,-10,1378008000
7486,26,177,-10,1372305600
7487,26,7604,-10,1366430400
7488,26,7602,-10,1365566400
7489,26,816,-10,1370836800
7490,26,7603,-10,1347336000
7491,56,27,10,1367208000
7492,754,27,10,1364875200
7493,7595,27,6,1367985600
7494,267,27,6,1347940800
7495,125,27,5,1385010000
7496,2328,27,5,1362974400
7497,333,27,5,1365566400
7498,517,27,5,1350792000
7499,36,27,4,1380772800
7500,199,27,4,1365220800
7501,973,27,4,1364356800
7502,123,27,4,1365998400
7503,222,27,3,1406347200
7504,34,27,3,1405396800
7505,58,27,3,1405915200
7506,6736,27,3,1382155200
7507,103,27,3,1397016000
7508,29,27,3,1366430400
7509,591,27,3,1364961600
7510,645,27,3,1364443200
7511,1362,27,3,1363233600
7512,1179,27,3,1362974400
7513,105,27,2,1388984400
7514,81,27,2,1383800400
7515,2387,27,2,1380168000
7516,290,27,2,1381982400
7517,877,27,2,1367726400
7518,557,27,2,1366344000
7519,371,27,2,1365393600
7520,47,27,2,1365048000
7521,2336,27,2,1399262400
7522,88,27,2,1363147200
7523,2330,27,2,1362459600
7524,7431,27,2,1362373200
7525,519,27,2,1362286800
7526,937,27,2,1356930000
7527,321,27,1,1406520000
7528,1127,27,1,1405569600
7529,280,27,1,1405310400
7530,7591,27,1,1405051200
7531,2418,27,1,1403582400
7532,118,27,1,1402718400
7533,104,27,1,1399694400
7534,706,27,1,1399348800
7535,82,27,1,1392008400
7536,825,27,1,1391403600
7537,617,27,1,1383364800
7538,87,27,1,1382932800
7539,702,27,1,1382155200
7540,1772,27,1,1382068800
7541,7585,27,1,1380686400
7542,336,27,1,1379908800
7543,1130,27,1,1378094400
7544,6667,27,1,1378094400
7545,1566,27,1,1368676800
7546,110,27,1,1367208000
7547,6317,27,1,1366948800
7548,172,27,1,1366689600
7549,3074,27,1,1366689600
7550,6290,27,1,1366516800
7551,585,27,1,1366430400
7552,253,27,1,1366344000
7553,1187,27,1,1366344000
7554,886,27,1,1365393600
7555,96,27,1,1365393600
7556,6131,27,1,1365393600
7557,92,27,1,1365134400
7558,67,27,1,1364788800
7559,3166,27,1,1364443200
7560,1055,27,1,1363924800
7561,3156,27,1,1363147200
7562,142,27,1,1362546000
7563,177,27,1,1362459600
7564,3145,27,1,1362373200
7565,7554,27,1,1362200400
7566,3134,27,1,1362114000
7567,641,27,1,1362114000
7568,1346,27,1,1359694800
7569,492,27,1,1356152400
7570,30,27,1,1350964800
7571,27,56,10,1367208000
7572,27,754,8,1363752000
7573,27,267,6,1350792000
7574,27,333,5,1364788800
7575,27,36,4,1377230400
7576,27,199,4,1365220800
7577,27,123,4,1365998400
7578,27,222,3,1405915200
7579,27,103,3,1397016000
7580,27,591,3,1364961600
7581,27,645,3,1364443200
7582,27,973,3,1364356800
7583,27,125,3,1366344000
7584,27,34,2,1405396800
7585,27,58,2,1391403600
7586,27,105,2,1388984400
7587,27,81,2,1383800400
7588,27,290,2,1381982400
7589,27,877,2,1367726400
7590,27,110,2,1367208000
7591,27,29,2,1366430400
7592,27,371,2,1365393600
7593,27,47,2,1365048000
7594,27,88,2,1363147200
7595,27,519,2,1362286800
7596,27,1179,2,1362974400
7597,27,321,1,1406520000
